          Date Of Operation:,01/01/2010 to 04/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,
Date Mode:,ERP Transaction Date,,,,,,,,,,,,,,,,,,,,,,,,,
Branch:,1/1/2010,,,,,,,,,,,,,,,,,,,,,,,,,
Department:,All,,,,,,,,,,,,,,,,,,,,,,,,,
Sr.,Date,Academic Year,Session,Alloted Category,Voucher Type,Voucher No.,Roll No.,Admno/UniqueId,Status,Fee Category,Faculty,Program,Department,Batch,Receipt No.,Fee Head,Due Amount,Paid Amount,Concession Amount,Scholarship Amount,Reverse Concession Amount,Write Off Amount,Adjusted Amount,Refund Amount,Fund Transfer Amount,Remarks
4311,1/8/2011,2011-2012,2011-2012,AIE,DUE,480451,11CETBT102256,11CETBT102256,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4312,1/8/2011,2011-2012,2011-2012,AIE,DUE,480453,11CETBT102266,11CETBT102266,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4313,1/8/2011,2011-2012,2011-2012,AIE,DUE,480453,11CETBT102266,11CETBT102266,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4314,1/8/2011,2011-2012,2011-2012,AIE,DUE,480453,11CETBT102266,11CETBT102266,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Reckecking/Scrutiny Fee,500,0,0,0,0,0,0,0,0,DUE
4315,1/8/2011,2011-2012,2011-2012,AIE,DUE,480483,11CETBT103020,11CETBT103020,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4316,1/8/2011,2011-2012,2011-2012,AIE,DUE,480483,11CETBT103020,11CETBT103020,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4317,1/8/2011,2011-2012,2011-2012,AIE,DUE,480488,11CETBT103024,11CETBT103024,No Information,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4318,1/8/2011,2011-2012,2011-2012,AIE,DUE,480488,11CETBT103024,11CETBT103024,No Information,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4319,1/8/2011,2011-2012,2011-2012,AIE,RCPT,885986,11COMBB101067,11COMBB101067,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2213,TUITION FEE,0,65000,0,0,0,0,0,0,0,
4320,1/8/2011,2011-2012,2011-2012,AIE,RCPT,885986,11COMBB101067,11COMBB101067,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2213,Security Fee,0,10000,0,0,0,0,0,0,0,
4321,1/8/2011,2011-2012,2011-2012,AIE,RCPT,885979,11COMBB101068,11COMBB101068,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2216,TUITION FEE,0,65000,0,0,0,0,0,0,0,
4322,1/8/2011,2011-2012,2011-2012,AIE,RCPT,885979,11COMBB101068,11COMBB101068,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2216,Security Fee,0,10000,0,0,0,0,0,0,0,
4323,1/8/2011,2011-2012,2011-2012,AIE,RCPT,885968,11COMBB101069,11COMBB101069,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2217,TUITION FEE,0,65000,0,0,0,0,0,0,0,
4324,1/8/2011,2011-2012,2011-2012,AIE,RCPT,885968,11COMBB101069,11COMBB101069,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2217,Security Fee,0,10000,0,0,0,0,0,0,0,
4325,1/8/2011,2011-2012,2011-2012,AIE,RCPT,886000,11COMBB101066,11COMBB101066,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2191,TUITION FEE,0,65000,0,0,0,0,0,0,0,
4326,1/8/2011,2011-2012,2011-2012,AIE,RCPT,886000,11COMBB101066,11COMBB101066,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2191,Security Fee,0,10000,0,0,0,0,0,0,0,
4327,1/8/2011,2011-2012,2011-2012,AIE,RCPT,886015,11COMBB101065,11COMBB101065,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2179,TUITION FEE,0,65000,0,0,0,0,0,0,0,
4328,1/8/2011,2011-2012,2011-2012,AIE,RCPT,886015,11COMBB101065,11COMBB101065,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,2179,Security Fee,0,10000,0,0,0,0,0,0,0,
4329,1/8/2011,2011-2012,2011-2012,AIE,DUE,480490,11CETBT103027,11CETBT103027,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4330,1/8/2011,2011-2012,2011-2012,AIE,DUE,480490,11CETBT103027,11CETBT103027,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4331,1/8/2011,2011-2012,2011-2012,AIE,DUE,480496,11CETBT103028,11CETBT103028,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4332,1/8/2011,2011-2012,2011-2012,AIE,DUE,480496,11CETBT103028,11CETBT103028,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4333,1/8/2011,2011-2012,2011-2012,AIE,DUE,480446,11CETBT102254,11CETBT102254,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4334,1/8/2011,2011-2012,2011-2012,AIE,DUE,480446,11CETBT102254,11CETBT102254,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4335,1/8/2011,2011-2012,2011-2012,AIE,DUE,480442,11CETBT102252,11CETBT102252,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4336,1/8/2011,2011-2012,2011-2012,AIE,DUE,480442,11CETBT102252,11CETBT102252,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4337,1/8/2011,2011-2012,2011-2012,AIE,DUE,480388,11CETBT102194,11CETBT102194,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4338,1/8/2011,2011-2012,2011-2012,AIE,DUE,480388,11CETBT102194,11CETBT102194,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4339,1/8/2011,2011-2012,2011-2012,AIE,DUE,480391,11CETBT102196,11CETBT102196,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4340,1/8/2011,2011-2012,2011-2012,AIE,DUE,480391,11CETBT102196,11CETBT102196,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4341,1/8/2011,2011-2012,2011-2012,AIE,DUE,480397,11CETBT102208,11CETBT102208,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4342,1/8/2011,2011-2012,2011-2012,AIE,DUE,480397,11CETBT102208,11CETBT102208,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4343,1/8/2011,2011-2012,2011-2012,AIE,DUE,480381,11CETBT102192,11CETBT102192,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4344,1/8/2011,2011-2012,2011-2012,AIE,DUE,480381,11CETBT102192,11CETBT102192,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4345,1/8/2011,2011-2012,2011-2012,AIE,DUE,480375,11CETBT102189,11CETBT102189,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4346,1/8/2011,2011-2012,2011-2012,AIE,DUE,480375,11CETBT102189,11CETBT102189,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4347,1/8/2011,2011-2012,2011-2012,AIE,DUE,480368,11CETBT102176,11CETBT102176,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4348,1/8/2011,2011-2012,2011-2012,AIE,DUE,480368,11CETBT102176,11CETBT102176,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4349,1/8/2011,2011-2012,2011-2012,AIE,DUE,480370,11CETBT102181,11CETBT102181,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 II Sem IV,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4350,1/8/2011,2011-2012,2011-2012,AIE,DUE,480370,11CETBT102181,11CETBT102181,No Information,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 II Sem IV,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4351,1/8/2011,2011-2012,2011-2012,AIE,DUE,480402,11CETBT102213,11CETBT102213,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4352,1/8/2011,2011-2012,2011-2012,AIE,DUE,480402,11CETBT102213,11CETBT102213,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4353,1/8/2011,2011-2012,2011-2012,AIE,DUE,480407,11CETBT102220,11CETBT102220,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4354,1/8/2011,2011-2012,2011-2012,AIE,DUE,480407,11CETBT102220,11CETBT102220,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4355,1/8/2011,2011-2012,2011-2012,AIE,DUE,480432,11CETBT102245,11CETBT102245,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4356,1/8/2011,2011-2012,2011-2012,AIE,DUE,480432,11CETBT102245,11CETBT102245,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4357,1/8/2011,2011-2012,2011-2012,AIE,DUE,480437,11CETBT102251,11CETBT102251,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4358,1/8/2011,2011-2012,2011-2012,AIE,DUE,480437,11CETBT102251,11CETBT102251,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4359,1/8/2011,2011-2012,2011-2012,AIE,DUE,480428,11CETBT102244,11CETBT102244,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4360,1/8/2011,2011-2012,2011-2012,AIE,DUE,480428,11CETBT102244,11CETBT102244,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4361,1/8/2011,2011-2012,2011-2012,AIE,DUE,480424,11CETBT102242,11CETBT102242,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4362,1/8/2011,2011-2012,2011-2012,AIE,DUE,480424,11CETBT102242,11CETBT102242,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4363,1/8/2011,2011-2012,2011-2012,AIE,DUE,480411,11CETBT102225,11CETBT102225,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4364,1/8/2011,2011-2012,2011-2012,AIE,DUE,480411,11CETBT102225,11CETBT102225,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4365,1/8/2011,2011-2012,2011-2012,AIE,DUE,480417,11CETBT102227,11CETBT102227,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4366,1/8/2011,2011-2012,2011-2012,AIE,DUE,480417,11CETBT102227,11CETBT102227,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4367,1/8/2011,2011-2012,2011-2012,AIE,DUE,480833,11CETBT105238,11CETBT105238,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4368,1/8/2011,2011-2012,2011-2012,AIE,DUE,480833,11CETBT105238,11CETBT105238,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4369,1/8/2011,2011-2012,2011-2012,AIE,DUE,480837,11CETBT105241,11CETBT105241,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4370,1/8/2011,2011-2012,2011-2012,AIE,DUE,480837,11CETBT105241,11CETBT105241,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4371,1/8/2011,2011-2012,2011-2012,AIE,DUE,481168,11COMMBA101269,11COMMBA101269,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4372,1/8/2011,2011-2012,2011-2012,AIE,DUE,481168,11COMMBA101269,11COMMBA101269,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4373,1/8/2011,2011-2012,2011-2012,AIE,DUE,481172,11COMMBA101277,11COMMBA101277,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4374,1/8/2011,2011-2012,2011-2012,AIE,DUE,481172,11COMMBA101277,11COMMBA101277,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4375,1/8/2011,2011-2012,2011-2012,AIE,DUE,481176,11COMMBA101279,11COMMBA101279,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4376,1/8/2011,2011-2012,2011-2012,AIE,DUE,481176,11COMMBA101279,11COMMBA101279,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4377,1/8/2011,2011-2012,2011-2012,AIE,DUE,481165,11COMMBA101266,11COMMBA101266,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4378,1/8/2011,2011-2012,2011-2012,AIE,DUE,481165,11COMMBA101266,11COMMBA101266,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4379,1/8/2011,2011-2012,2011-2012,AIE,DUE,481163,11COMMBA101264,11COMMBA101264,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4380,1/8/2011,2011-2012,2011-2012,AIE,DUE,481163,11COMMBA101264,11COMMBA101264,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4381,1/8/2011,2011-2012,2011-2012,AIE,DUE,481158,11COMMBA101258,11COMMBA101258,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4382,1/8/2011,2011-2012,2011-2012,AIE,DUE,481158,11COMMBA101258,11COMMBA101258,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4383,1/8/2011,2011-2012,2011-2012,AIE,DUE,481161,11COMMBA101262,11COMMBA101262,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
4384,1/8/2011,2011-2012,2011-2012,AIE,DUE,481161,11COMMBA101262,11COMMBA101262,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,Security Fee,10000,0,0,0,0,0,0,0,0,DUE
4385,1/8/2011,2011-2012,2011-2012,AIE,DUE,481178,11COMMBA101282,11COMMBA101282,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,,TUITION FEE,128000,0,0,0,0,0,0,0,0,DUE
